Hi there! I need some help with… opening my account	
What happened to my savings account?	Vehicle Loan, Accounts
locked out of account	Commercial Loans, Online Accounts
My card is declining when I use it, why is that?	Vehicle Loan
Hi there! I need some help with...unlocking my on line banking app says I entered wrong password	Commercial Loans, Online Accounts
Bill pay??	
I lost my debit card. I tried to report it lost online, but my husband's card is the only one on file. I just wanted to put a freeze on it if possible.	Vehicle Loan, Cash Management, Commercial Loans, Debit Cards, Retail Banking
Got bills to pay...just wondering how long the service will be down...Will it be back up today?	Vehicle Loan
I need to reset my password!	Online Accounts
How do I make a mobile deposit	Cash Management, Retail Banking
I deposited a check but it isn’t showing in my account.	Cash Management, Retail Banking
I need to update my name	
Need to fix my login new update messed it up	
How do I change my password?	Online Accounts
Hello,	
Do you offer Debit cards to non-profits organi	Commercial Banking, Vehicle Loan, Commercial Loans, Debit Cards, Retail Banking
What is your minimum credit score required for an used car loan?	Vehicle Loan, Commercial Loans, Credit Card
I would like to add my cell phone to my account and remove an old work number	
Hi there! I need some help with…accessing my AIQFinancial app.	
I have a mortgage with AIQFinancial and have taxes and insurance escrowed. I wish to remove the insurance from the payments and only escrow taxes. Can you help me?	Home Loans, Tax Information
I can’t find Zelle on this app	Payments
I need my account unlocked	Commercial Loans, Online Accounts
Hi there! I need some help with…locked out of account bc you required password change. Trying to set up Face ID. Congratulations. I am out of state and you have made it difficult.. again. What now!!!!!!!!!	Commercial Loans, Online Accounts
I need help	
Hi there! I need some help with an auto refinance loan. What are y’all’s current rates right now?	Home Loans
I need my direct deposit form	Cash Management, Retail Banking, Accounts
Hi, my acct balance for 2300 isn’t adding up to me. By my calculations I should have $1211.91 available. Why is there a large difference shown?	Debit Cards, Home Loans
I need to change my address	
How do I close an account? Are there forms to complete? Thank you.	
I need update my phone number	
I am not having a great time. Maybe I will need to visit the bank tomorrow.	Vehicle Loan
Hi there! I need some help with logging in on app	
How much can I take from ATM	Retail Banking
Why are there so many transactions pending on our account	
How do I get the P2P cap raised to $3200?	
What does it cost to send money by “Electronic Transfer”?	
it says i have an unregistered browser	
Tiffany here for AIQFinancial Expo 2022	Marital Status
I need to cancel a cashier’s check and have the money returned to my checking account.	Accounts
Forgot username	Online Accounts
mortgage payment	Home Loans
How do I close my account and transfer my funds to another bank account?	Accounts
Can't log in. I've been logged out	
needing to get my balaance on my checking account? It is showing $0, My ATM card has been disabled.	Vehicle Loan, Retail Banking, Accounts
Hi, recently I’ve forgotten my account password and it logged me out and now I need my account number but I don’t know how to get that.	Online Accounts
Hey I’m trying to see if my payroll check hit the bank yet	Cash Management
Direct Deposit Form	Cash Management, Retail Banking, Accounts
I can’t get into my account	
Why do I have to literally wait until 9:00am, before my SS check shows available on my checking account?  I’m online ordering from HEB curbside to get early delivery & must wait until after 9:00am when bank opens to complete my order, why, why???	Home Loans, Accounts
I do not have an account. I have a savings bond. May I cash it there?	Vehicle Loan
hello	
Hi there! I need some help with my mobile log in password	Online Accounts
what is the number for customer care	Vehicle Loan
Mortgage payment	Home Loans
I’m am trying to do a funds transfer but it keeps coming up as an error.	
Hi,	
1099	
Need help unlocking account	Commercial Loans, Online Accounts
Hey i been locked out my account i need to reset password	Commercial Loans, Online Accounts
Hi I am locked out my account	Commercial Loans, Online Accounts
My debit card had fraudulent activity on it. I reported it and I now need to replace this card.	Vehicle Loan, Fraud, Debit Cards, Retail Banking
Hi im trying to see if i owe any money to your company? I want to open an account	Accounts
Account was locked. I’m on the unlock forgot login page but I don’t know my account number. Have all the other info.	Commercial Loans, Online Accounts
How can I make a mobile deposit	Cash Management, Retail Banking
I need to have my password reset	Online Accounts
I cannot sign into my online banking because I no longer have access to my old phone number.	
I’m trying to make a mobile deposit and keep getting an error message	Cash Management, Retail Banking
I was wondering if you could tell me if you show a 1151 deposit from IRS pending .	Cash Management, Retail Banking, Tax Information
I was charged for 31 us dollars on savvy saving I did not authorize it. I want it closed and my money back	Vehicle Loan
Hello. My card is not working and I’m not sure why.	Vehicle Loan
what features do you have	
Credit Card	Vehicle Loan, Commercial Loans, Credit Card
Hi there! I need some help with… Log into my account	
Will the bank be open on the 22nd?	
Hi can you reset my mobile banking password?	Online Accounts
Hello I was emailed that I have a message	
I need to makre a mobile deposit	Cash Management, Retail Banking
Balance check	
I need to change my mailing address	
Today at 8:54 AM\nI cancelled that subscription on my PayPal. That amount should have never been removed by then	Cash Management, Payments
complaint about excessively LONG wait times	Marital Status, Complaints
Expo2022	Marital Status
Personal loan	Personal Loans
